name,address,rating,reviews_count,price_range,lat,lon,district,village,regency,type,phone,website,opening_hours,opening_hours_weekly,maps_link,search_query,scraped_at,coordinate_source,precision_score
Goa Pindul Cave Tubing,Tujuan Wisata ·  · Jl. Ngawis - Munggur,4.7,28,,-7.9290414,110.6538265,Wonosari,Wonosari,Gunung Kidul,Modern,,,Tutup ⋅ Buka Jum pukul 06.00,"{'Kamis': '06.00–17.00', 'Jumat': '06.00–17.00', 'Sabtu': '06.00–17.00', 'Minggu': '06.00–17.00', 'Senin': '06.00–17.00', 'Selasa': '06.00–17.00', 'Rabu': '06.00–17.00'}",https://www.google.com/maps/place/Goa+Pindul+Cave+Tubing/data=!4m7!3m6!1s0x2e7bb54be4803141:0x9675b8b52ef8aea!8m2!3d-7.9290414!4d110.6538265!16s%2Fg%2F11j4qh6829!19sChIJQTGA5Eu1ey4R6orvUotbZwk?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:14.932794,extract_from_url,0.9
GOA PINDUL GUNUNGKIDUL,"Gelaran 2, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",4.6,14,,-7.927053,110.647753,Wonosari,Wonosari,Gunung Kidul,Modern,0882-3247-2318,,Tutup ⋅ Buka Jum pukul 06.00 · 0882-3247-2318,"{'Kamis': '06.30–17.00', 'Jumat': '06.00–17.00', 'Sabtu': '06.00–17.00', 'Minggu': '06.30–17.00', 'Senin': '06.30–17.00', 'Selasa': '06.30–17.00', 'Rabu': '06.30–17.00'}",https://www.google.com/maps/place/GOA+PINDUL+GUNUNGKIDUL/data=!4m7!3m6!1s0x2e7a4b0248677a97:0x9206eb1bf205224b!8m2!3d-7.927053!4d110.647753!16s%2Fg%2F11v3pncrbv!19sChIJl3pnSAJLei4RSyIF8hvrBpI?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:15.052450,extract_from_url,0.9
jeep offroad goa pindul,"gelaran2, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",5.0,19,,-7.9275803,110.654494,Wonosari,Wonosari,Gunung Kidul,Modern,,,,{},https://www.google.com/maps/place/jeep+offroad+goa+pindul/data=!4m7!3m6!1s0x2e7a4b40e4bd8281:0xc4f7ffa17ddb5f06!8m2!3d-7.9275803!4d110.654494!16s%2Fg%2F11s0wnvyln!19sChIJgYK95EBLei4RBl_bfaH_98Q?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:15.106829,extract_from_url,0.9
Pemancingan gading flaying gunungbang,"3MC3+3RQ, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",5.0,1,,-7.9297955,110.654619,Wonosari,Wonosari,Gunung Kidul,Modern,0878-7539-3604,,,{},https://www.google.com/maps/place/Pemancingan+gading+flaying+gunungbang/data=!4m7!3m6!1s0x2e7a4b2906e07591:0xdbcfa44256eccab2!8m2!3d-7.9297955!4d110.654619!16s%2Fg%2F11jcm6sf97!19sChIJkXXgBilLei4RssrsVkKkz9s?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:15.133351,extract_from_url,0.9
Goa Tanding,"Gelaran 2, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",4.6,350,,-7.9326217,110.6494371,Wonosari,Wonosari,Gunung Kidul,Modern,0812-2933-2423,http://www.goatanding.com/,Segera tutup ⋅ 19.00 ⋅ Buka Jum pukul 06.00 · 0812-2933-2423,"{'Kamis': '06.00–19.00', 'Jumat': '06.00–19.00', 'Sabtu': '06.00–19.00', 'Minggu': '06.00–19.00', 'Senin': '06.00–19.00', 'Selasa': '06.00–19.00', 'Rabu': '06.00–19.00'}",https://www.google.com/maps/place/Goa+Tanding/data=!4m7!3m6!1s0x2e7a4b3ba37daa03:0x58e86a083b13d1d!8m2!3d-7.9326217!4d110.6494371!16s%2Fg%2F11c6cfgjwh!19sChIJA6p9oztLei4RHT2xg6CGjgU?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:15.250827,extract_from_url,0.9
Obyek Wisata Gua Pindul,Tujuan Wisata · Jl. Goa Pindul pos-2,4.7,44,,-7.9290576,110.6537855,Wonosari,Wonosari,Gunung Kidul,Modern,0823-2575-8622,http://www.facebook.com/wisatagoapindul.id,Buka 24 jam · 0823-2575-8622,"{'Kamis': 'Buka 24 jam', 'Jumat': 'Buka 24 jam', 'Sabtu': 'Buka 24 jam', 'Minggu': 'Buka 24 jam', 'Senin': 'Buka 24 jam', 'Selasa': 'Buka 24 jam', 'Rabu': 'Buka 24 jam'}",https://www.google.com/maps/place/Obyek+Wisata+Gua+Pindul/data=!4m7!3m6!1s0x2e7a4b233c3d3611:0x27df4e42ef6fb142!8m2!3d-7.9290576!4d110.6537855!16s%2Fg%2F11c716lgvv!19sChIJETY9PCNLei4RQrFv70JO3yc?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:15.326490,extract_from_url,0.9
Tiket Goa Pindul Jogja,"Gelaran, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",5.0,8,,-7.927662,110.6498762,Wonosari,Wonosari,Gunung Kidul,Modern,0813-9077-1931,https://goapindul.co.id/,Tutup ⋅ Buka Jum pukul 07.30 · 0813-9077-1931,{},https://www.google.com/maps/place/Tiket+Goa+Pindul+Jogja/data=!4m7!3m6!1s0x2e7a4b8bc58f68f1:0x4fa7a2e554bb31bc!8m2!3d-7.927662!4d110.6498762!16s%2Fg%2F11hsqly5q_!19sChIJ8WiPxYtLei4RvDG7VOWip08?authuser=0&hl=id&rclk=1,Bar  dekat goa pindul,2025-08-28T18:10:15.452742,extract_from_url,0.9
Koma Hartono Mall,"Bar · Hartono Mall, Jl. Ring Road Utara Lantai LG",4.4,83,Rp 25–50 rb per orang,-7.7596238,110.3984322,Mlati,Sinduadi,Sleman,Modern,0811-251-402,,Buka ⋅ Tutup pukul 22.00,"{'Kamis': '10.00–22.00', 'Jumat': '10.00–22.00', 'Sabtu': '10.00–22.00', 'Minggu': '10.00–22.00', 'Senin': '10.00–22.00', 'Selasa': '10.00–22.00', 'Rabu': '10.00–22.00'}",https://www.google.com/maps/place/Koma+Hartono+Mall/data=!4m7!3m6!1s0x2e7a595055f55041:0x2379e1be27ac5ea1!8m2!3d-7.7596238!4d110.3984322!16s%2Fg%2F11g201y9ht!19sChIJQVD1VVBZei4RoV6sJ77heSM?authuser=0&hl=id&rclk=1,Bar  dekat hartono mall,2025-08-28T18:18:56.107702,extract_from_url,0.9
Tong Tji Tea Bar Point Pakuwon Mall Jogja,"69RX+FJ, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",4.1,25,Rp 50–75 rb per orang,-7.758844,110.399026,Mlati,Sinduadi,Sleman,Modern,,,Tutup ⋅ Buka Jum pukul 10.10,"{'Kamis': '10.10–12.12', 'Jumat': '10.10–12.12', 'Sabtu': '10.10–12.12', 'Minggu': '10.10–12.12', 'Senin': '10.10–12.12', 'Selasa': '10.10–12.12', 'Rabu': '10.10–12.12'}",https://www.google.com/maps/place/Tong+Tji+Tea+Bar+Point+Pakuwon+Mall+Jogja/data=!4m7!3m6!1s0x2e7a59004a551415:0x88db257b2bd95038!8m2!3d-7.758844!4d110.399026!16s%2Fg%2F11vyzs4grh!19sChIJFRRVSgBZei4ROFDZK3sl24g?authuser=0&hl=id&rclk=1,Bar  dekat hartono mall,2025-08-28T18:18:56.268656,extract_from_url,0.9
"Xing Fu Tang, Hartono Mall Yogyakarta","69QX+WHV, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",4.4,115,Rp 25–50 rb per orang,-7.760144,110.3989204,Mlati,Sinduadi,Sleman,Modern,0811-9309-001,http://www.xingfutang.co.id/,Buka ⋅ Tutup pukul 21.00,"{'Kamis': '10.00–21.00', 'Jumat': '10.00–21.00', 'Sabtu': '10.00–21.00', 'Minggu': '10.00–21.00', 'Senin': '10.00–21.00', 'Selasa': '10.00–21.00', 'Rabu': '10.00–21.00'}","https://www.google.com/maps/place/Xing+Fu+Tang,+Hartono+Mall+Yogyakarta/data=!4m7!3m6!1s0x2e7a594103df996f:0x4cd704205fa39b2e!8m2!3d-7.760144!4d110.3989204!16s%2Fg%2F11jp7gvtnj!19sChIJb5nfA0FZei4RLpujXyAE10w?authuser=0&hl=id&rclk=1",Bar  dekat hartono mall,2025-08-28T18:18:56.276512,extract_from_url,0.9
Grab Lounge Pakuwon Mall Jogja,"69RX+7GX, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",5.0,2,,-7.7592647,110.3988544,Mlati,Sinduadi,Sleman,Modern,,,Buka ⋅ Tutup pukul 22.00,"{'Kamis': '10.00–22.00', 'Jumat': '10.00–22.00', 'Sabtu': '10.00–22.00', 'Minggu': '10.00–22.00', 'Senin': '10.00–22.00', 'Selasa': '10.00–22.00', 'Rabu': '10.00–22.00'}",https://www.google.com/maps/place/Grab+Lounge+Pakuwon+Mall+Jogja/data=!4m7!3m6!1s0x2e7a59005a6e7b73:0x86d6553f45f57182!8m2!3d-7.7592647!4d110.3988544!16s%2Fg%2F11w4thw2_f!19sChIJc3tuWgBZei4RgnH1RT9V1oY?authuser=0&hl=id&rclk=1,Bar  dekat hartono mall,2025-08-28T18:18:56.337997,extract_from_url,0.9
The Lounge,"Bar · Daerah Istimewa, Yogyakarta Marriott Hotel, Jl. Ring Road Utara",4.7,7,,-7.7617466,110.3980986,Mlati,Sinduadi,Sleman,Modern,(0274) 6000888,https://www.marriott.com/hotels/hotel-information/restaurant/jogmc-yogyakarta-marriott-hotel/,Buka ⋅ Tutup pukul 00.00,"{'Kamis': '10.00–00.00', 'Jumat': '10.00–00.00', 'Sabtu': '10.00–00.00', 'Minggu': '10.00–00.00', 'Senin': '10.00–00.00', 'Selasa': '10.00–00.00', 'Rabu': '10.00–00.00'}",https://www.google.com/maps/place/The+Lounge/data=!4m7!3m6!1s0x2e7a59ed228ce9b1:0x47e88bde3a235112!8m2!3d-7.7617466!4d110.3980986!16s%2Fg%2F11ghfpgwzc!19sChIJsemMIu1Zei4RElEjOt6L6Ec?authuser=0&hl=id&rclk=1,Bar  dekat hartono mall,2025-08-28T18:18:56.548889,extract_from_url,0.9
padepokan WONG PEKOK,"5F3R+84Q, Ngandong, Patuk, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",5.0,1,,-7.8466581,110.4903557,,Ngasemayu,Patuk,Modern,,,,{},https://www.google.com/maps/place/padepokan+WONG+PEKOK/data=!4m7!3m6!1s0x2e7a51005c89e1d1:0xd79ab0350edc6c01!8m2!3d-7.8466581!4d110.4903557!16s%2Fg%2F11xg01dq33!19sChIJ0eGJXABRei4RAWzcDjWwmtc?authuser=0&hl=id&rclk=1,Bar  dekat heha sky view,2025-08-28T18:19:59.642238,extract_from_url,0.9
The Infinity Sky Bar,"Bar · no. 28, Jl. Raya Solo - Yogyakarta",5.0,1481,,-7.7828797,110.4372409,Maguwoharjo,Jalan Jogja - Solo,Sleman,Modern,0811-5995-066,https://www.instagram.com/theinfinityskybar/,Buka ⋅ Tutup pukul 23.00,"{'Kamis': '08.00–23.00', 'Jumat': '08.00–23.00', 'Sabtu': '08.00–23.00', 'Minggu': '08.00–23.00', 'Senin': '08.00–23.00', 'Selasa': '08.00–23.00', 'Rabu': '08.00–23.00'}",https://www.google.com/maps/place/The+Infinity+Sky+Bar/data=!4m7!3m6!1s0x2e7a5a0545700001:0xbcef0b0893317a0e!8m2!3d-7.7828797!4d110.4372409!16s%2Fg%2F11j4sw07ck!19sChIJAQBwRQVaei4RDnoxkwgL77w?authuser=0&hl=id&rclk=1,Bar  dekat heha sky view,2025-08-28T18:19:59.516267,extract_from_url,0.9
Sepreken Kitchen & Bar,"Bar & Grill ·  · Jl. Magelang No.43 5,8",4.5,1016,,-7.7535265,110.3623574,Depok,Caturtunggal,Sleman,Modern,0882-0039-55997,,Buka ⋅ Tutup Jum pukul 05.00,"{'Kamis': '09.00–05.00', 'Jumat': '09.00–05.00', 'Sabtu': '09.00–05.00', 'Minggu': '09.00–05.00', 'Senin': '09.00–05.00', 'Selasa': '09.00–05.00', 'Rabu': '09.00–05.00'}",https://www.google.com/maps/place/Sepreken+Kitchen+%26+Bar/data=!4m7!3m6!1s0x2e7a59c3551c5169:0x666b0e18cdf7bdd1!8m2!3d-7.7535265!4d110.3623574!16s%2Fg%2F11h6wscmwq!19sChIJaVEcVcNZei4R0b33zRgOa2Y?authuser=0&hl=id&rclk=1,Bar  dekat jogja city mall,2025-08-28T18:20:41.896315,extract_from_url,0.9
Boshe VVIP Club Yogyakarta,"Bar ·  · Jl. Magelang - Yogyakarta KM.6,5",4.5,2277,Rp 250.000+ per orang,-7.7532722,110.3627343,Depok,Caturtunggal,Sleman,Modern,(0274) 624041,,Buka ⋅ Tutup pukul 03.00,"{'Kamis': '13.00–03.00', 'Jumat': '13.00–03.00', 'Sabtu': '13.00–03.00', 'Minggu': '13.00–03.00', 'Senin': '13.00–03.00', 'Selasa': '13.00–03.00', 'Rabu': '13.00–03.00'}",https://www.google.com/maps/place/Boshe+VVIP+Club+Yogyakarta/data=!4m7!3m6!1s0x2e7a58f642dca9c5:0x994ce8e463fb45ff!8m2!3d-7.7532722!4d110.3627343!16s%2Fg%2F1ptzshr72!19sChIJxancQvZYei4R_0X7Y-ToTJk?authuser=0&hl=id&rclk=1,Bar  dekat jogja city mall,2025-08-28T18:20:41.900619,extract_from_url,0.9
HW Dragon Bar Jogja,"Lounge · JL. Magelang No. 25, Kutu Tegal, Siduadi, Mlati, Sleman Daerah Istimewa",4.7,318,Rp 250.000+ per orang,-7.7543262,110.3622802,Depok,Caturtunggal,Sleman,Modern,(021) 50886170,http://hwgroup.id/,Tutup ⋅ Buka pukul 20.00,"{'Kamis': '20.00–03.30', 'Jumat': '20.00–03.30', 'Sabtu': '20.00–03.30', 'Minggu': '20.00–03.30', 'Senin': '20.00–03.30', 'Selasa': '20.00–03.30', 'Rabu': '20.00–03.30'}",https://www.google.com/maps/place/HW+Dragon+Bar+Jogja/data=!4m7!3m6!1s0x2e7a5968bfe4a0d5:0x6e07c79795d3dbb9!8m2!3d-7.7543262!4d110.3622802!16s%2Fg%2F11sb2wwn9h!19sChIJ1aDkv2hZei4RudvTlZfHB24?authuser=0&hl=id&rclk=1,Bar  dekat jogja city mall,2025-08-28T18:20:41.904793,extract_from_url,0.9
Liquid Bar And Kitchen,"Bar & Grill · Jl. Magelang - Yogyakarta KM.4,5 No.158",4.5,5197,$$,-7.7675139,110.3613136,Sleman,Sleman,Sleman,Modern,(0274) 589611,http://liquidjogja.com/,Buka ⋅ Tutup Jum pukul 05.00,"{'Kamis': '17.00–05.00', 'Jumat': '17.00–05.00', 'Sabtu': '17.00–05.00', 'Minggu': '17.00–05.00', 'Senin': '17.00–05.00', 'Selasa': '17.00–05.00', 'Rabu': '17.00–05.00'}",https://www.google.com/maps/place/Liquid+Bar+And+Kitchen/data=!4m7!3m6!1s0x2e7a5844819bcd6d:0x117b530ca42e0f03!8m2!3d-7.7675139!4d110.3613136!16s%2Fg%2F11b66gjpwz!19sChIJbc2bgURYei4RAw8upAxTexE?authuser=0&hl=id&rclk=1,Bar  dekat jogja city mall,2025-08-28T18:20:42.190985,extract_from_url,0.9
Teh Jawa Resto Jogja City Mall,Bar · Jogja City Mall L1 Jalan Magelang.6.KM Lanti 1,3.9,58,Rp 50–75 rb per orang,-7.7535832,110.3607204,Depok,Caturtunggal,Sleman,Cafe & Restaurant,,https://www.jogjacitymall.com/502.special-opening-teh-jawa-resto,,{},https://www.google.com/maps/place/Teh+Jawa+Resto+Jogja+City+Mall/data=!4m7!3m6!1s0x2e7a5900235c4633:0xd4914939321b880c!8m2!3d-7.7535832!4d110.3607204!16s%2Fg%2F11x5p2zxw2!19sChIJM0ZcIwBZei4RDIgbMjlJkdQ?authuser=0&hl=id&rclk=1,Bar  dekat jogja city mall,2025-08-28T18:20:42.211836,extract_from_url,0.9
PEGASSUS YOGYAKARTA,Bar · Jl. Magelang No.KM 6,4.7,136,,-7.7515694,110.3625071,Depok,Caturtunggal,Sleman,Modern,0818-121-399,,Buka ⋅ Tutup pukul 03.00,"{'Kamis': '15.00–03.00', 'Jumat': '15.00–03.00', 'Sabtu': '15.00–03.00', 'Minggu': '15.00–03.00', 'Senin': '15.00–03.00', 'Selasa': '15.00–03.00', 'Rabu': '15.00–03.00'}",https://www.google.com/maps/place/PEGASSUS+YOGYAKARTA/data=!4m7!3m6!1s0x2e7a590021edfc31:0xdd682576d21b608a!8m2!3d-7.7515694!4d110.3625071!16s%2Fg%2F11w4rh055_!19sChIJMfztIQBZei4RimAb0nYlaN0?authuser=0&hl=id&rclk=1,Bar  dekat jogja city mall,2025-08-28T18:20:42.221913,extract_from_url,0.9
Meniran Kaliurang,Bar · Jl. Pelajar Gg. Gareng No.9,5.0,1,,-7.6013104,110.4265422,,Kaliurang Barat,Hargobinangun,Modern,,,,{},https://www.google.com/maps/place/Meniran+Kaliurang/data=!4m7!3m6!1s0x2e7a6753af420f9f:0xb79754742d9beaa4!8m2!3d-7.6013104!4d110.4265422!16s%2Fg%2F11rg9qkbsq!19sChIJnw9Cr1Nnei4RpOqbLXRUl7c?authuser=0&hl=id&rclk=1,Bar  dekat kaliurang,2025-08-28T18:21:38.964253,extract_from_url,0.9
Dialogue Club & Lounge,"Klub ·  · Griya Persada Convention Hotel & Resort Kaliurang, Jl. Boyong No.99",5.0,83,,-7.6067545,110.421687,,Ngipiksari,Hargobinangun,Modern,0822-2700-0579,http://www.griyapersadahotel.com/,Buka ⋅ Tutup pukul 00.00,"{'Kamis': '10.00–00.00', 'Jumat': '10.00–00.00', 'Sabtu': '10.00–00.00', 'Minggu': '10.00–00.00', 'Senin': '10.00–00.00', 'Selasa': '10.00–00.00', 'Rabu': '10.00–00.00'}",https://www.google.com/maps/place/Dialogue+Club+%26+Lounge/data=!4m7!3m6!1s0x2e7a615a11612089:0xc5ecc7c5700f00c6!8m2!3d-7.6067545!4d110.421687!16s%2Fg%2F11krpvs974!19sChIJiSBhEVphei4RxgAPcMXH7MU?authuser=0&hl=id&rclk=1,Bar  dekat kaliurang,2025-08-28T18:21:38.942965,extract_from_url,0.9
Martabak Istimewa Pak Wariyo,"Bar ·  · Jl. Kaliurang No.7,8",4.3,49,,-7.7393127,110.3923802,Depok,Condongcatur,Sleman,Modern,,,Buka ⋅ Tutup pukul 03.30,"{'Kamis': '17.00–03.30', 'Jumat': '17.00–03.30', 'Sabtu': '17.00–03.30', 'Minggu': '17.00–03.30', 'Senin': '17.00–03.30', 'Selasa': '17.00–03.30', 'Rabu': '17.00–03.30'}",https://www.google.com/maps/place/Martabak+Istimewa+Pak+Wariyo/data=!4m7!3m6!1s0x2e7a58fece0471e9:0xea3a00e03505c784!8m2!3d-7.7393127!4d110.3923802!16s%2Fg%2F11f2wbtyg6!19sChIJ6XEEzv5Yei4RhMcFNeAAOuo?authuser=0&hl=id&rclk=1,Bar  dekat kaliurang,2025-08-28T18:21:41.119652,extract_from_url,0.9
Mayangkara Coffee Shop,"Bar ·  · Jalan Boyong.99, di dalam Hotel Griya Persada",5.0,27,Rp 50–75 rb per orang,-7.6068851,110.4214097,,Ngipiksari,Hargobinangun,Coffee Shop,0822-1920-8899,https://www.instagram.com/mayangkara.coffee,Buka ⋅ Tutup pukul 22.00,"{'Kamis': '10.00–22.00', 'Jumat': '10.00–22.00', 'Sabtu': '10.00–23.00', 'Minggu': '10.00–22.00', 'Senin': '10.00–22.00', 'Selasa': '10.00–22.00', 'Rabu': '10.00–22.00'}",https://www.google.com/maps/place/Mayangkara+Coffee+Shop/data=!4m7!3m6!1s0x2e7a618e7b347287:0xfef59f3e7eac86c3!8m2!3d-7.6068851!4d110.4214097!16s%2Fg%2F11qvg2n0sx!19sChIJh3I0e45hei4Rw4asfj6f9f4?authuser=0&hl=id&rclk=1,Bar  dekat kaliurang,2025-08-28T18:21:39.283023,extract_from_url,0.9
Bayubajra Family Karaoke,"Karaoke Video · Hotel Griya Persada, Jl. Boyong No.99",5.0,29,,-7.6069044,110.4210286,,Ngipiksari,Hargobinangun,Modern,0852-9099-8949,https://griyapersadahotel.com/kaliurang/activities/bayubajra-karaoke/,,{},https://www.google.com/maps/place/Bayubajra+Family+Karaoke/data=!4m7!3m6!1s0x2e7a6154289f725f:0xb6fb4c2d7f17e7f7!8m2!3d-7.6069044!4d110.4210286!16s%2Fg%2F11kqczh0l_!19sChIJX3KfKFRhei4R9-cXfy1M-7Y?authuser=0&hl=id&rclk=1,Bar  dekat kaliurang,2025-08-28T18:21:40.061104,extract_from_url,0.9
Spark Resto Sports Bar - #1 Sports Bar in Jogja,Grill ·  · Jl. Prawirotaman No.1,4.4,289,$$,-7.8189273,110.3682862,Yogyakarta,Malioboro,Yogyakarta,Cafe & Restaurant,"
(0274) 2872397",,,{},https://www.google.com/maps/place/Spark+Resto+Sports+Bar+-+%231+Sports+Bar+in+Jogja/data=!4m7!3m6!1s0x2e7a57a2e6da82bb:0x6baa5357d652fbbf!8m2!3d-7.8189273!4d110.3682862!16s%2Fg%2F11bzv0zkk6!19sChIJu4La5qJXei4Rv_tS1ldTqms?authuser=0&hl=en&rclk=1,Bar  dekat keraton yogyakarta,2025-08-28T18:36:38.168936,extract_from_url,0.9
Asmara Art & Coffee Shop,Live music bar ·  · Tirtodipuran St No.22,4.6,805,$$,-7.8184945,110.3643875,Yogyakarta,Malioboro,Yogyakarta,Coffee Shop,"
(0274) 4221017",https://www.facebook.com/pg/asmaracoffee,5.00 pm–12.00 am,"{'Thursday': '5.00\u202fpm–12.00\u202fam', 'Friday': '5.00\u202fpm–12.00\u202fam', 'Saturday': '5.00\u202fpm–12.00\u202fam', 'Sunday': 'Closed', 'Monday': '5.00\u202fpm–12.00\u202fam', 'Tuesday': '5.00\u202fpm–12.00\u202fam', 'Wednesday': '5.00\u202fpm–12.00\u202fam'}",https://www.google.com/maps/place/Asmara+Art+%26+Coffee+Shop/data=!4m7!3m6!1s0x2e7a57bd0fce44e3:0x132b2fa5e52ab456!8m2!3d-7.8184945!4d110.3643875!16s%2Fg%2F1tg7j7hs!19sChIJ40TOD71Xei4RVrQq5aUvKxM?authuser=0&hl=en&rclk=1,Bar  dekat keraton yogyakarta,2025-08-28T18:36:38.540716,extract_from_url,0.9
Stylo Cafe & Resto (Jogja),Pub ·  · Jl. Suryodiningratan No.33,4.9,298,Rp 25–50K per person,-7.8180003,110.3596428,Suryodiningratan,Jalan Suryodiningratan,Kota Yogyakarta,Cafe & Restaurant,"
0851-1750-5505",http://www.stylocoffee.com/,11.30 am–11.00 pm,"{'Thursday': '11.30\u202fam–11.00\u202fpm', 'Friday': '11.30\u202fam–11.00\u202fpm', 'Saturday': '11.30\u202fam–11.00\u202fpm', 'Sunday': '11.30\u202fam–11.00\u202fpm', 'Monday': '11.30\u202fam–11.00\u202fpm', 'Tuesday': '11.30\u202fam–11.00\u202fpm', 'Wednesday': '11.30\u202fam–11.00\u202fpm'}",https://www.google.com/maps/place/Stylo+Cafe+%26+Resto+%28Jogja%29/data=!4m7!3m6!1s0x2e7a57b2f38c18ab:0x6a745ac5088f35ef!8m2!3d-7.8180003!4d110.3596428!16s%2Fg%2F11y8hlwmn7!19sChIJqxiM87JXei4R7zWPCMVadGo?authuser=0&hl=en&rclk=1,Bar  dekat keraton yogyakarta,2025-08-28T18:36:38.169918,extract_from_url,0.9
Kedai kopi NATADAMAR,Cafe ·  · Jl. Hutan Pinus Nganjir No.5,4.7,947,Rp 25–50K per person,-7.9288385,110.4292604,Mangunan,,Bantul,Modern,"
0812-3201-3252",,10.00 am–10.00 pm,"{'Thursday': '10.00\u202fam–10.00\u202fpm', 'Friday': '10.00\u202fam–10.00\u202fpm', 'Saturday': '10.00\u202fam–10.00\u202fpm', 'Sunday': '10.00\u202fam–10.00\u202fpm', 'Monday': '10.00\u202fam–10.00\u202fpm', 'Tuesday': '10.00\u202fam–10.00\u202fpm', 'Wednesday': '10.00\u202fam–10.00\u202fpm'}",https://www.google.com/maps/place/Kedai+kopi+NATADAMAR/data=!4m7!3m6!1s0x2e7a53345ec3c669:0x9495c35f37916929!8m2!3d-7.9288385!4d110.4292604!16s%2Fg%2F11j8rkjjrf!19sChIJacbDXjRTei4RKWmRN1_DlZQ?authuser=0&hl=en&rclk=1,Bar  dekat mangunan,2025-08-28T18:37:22.511840,extract_from_url,0.9
Bumi Langit Institute dan Warung Bumi,"Restaurant ·  · Giriloyo, Jl. Imogiri, Jl. Mangunan Desa No.Km. 3",4.6,980,Rp 25–50K per person,-7.9263136,110.4102765,Bantul,Bantul,Bantul,Traditional,"
0823-2565-7646",http://www.bumilangit.org/,11.00 am–5.30 pm,"{'Thursday': '11.00\u202fam–5.30\u202fpm', 'Friday': '11.00\u202fam–5.30\u202fpm', 'Saturday': '11.00\u202fam–5.30\u202fpm', 'Sunday': '11.00\u202fam–5.30\u202fpm', 'Monday': '11.00\u202fam–5.30\u202fpm', 'Tuesday': '11.00\u202fam–5.30\u202fpm', 'Wednesday': '11.00\u202fam–5.30\u202fpm'}",https://www.google.com/maps/place/Bumi+Langit+Institute+dan+Warung+Bumi/data=!4m7!3m6!1s0x2e7a548e5b39266d:0xd3f764cfe06aa3b!8m2!3d-7.9263136!4d110.4102765!16s%2Fg%2F11c3k2th0l!19sChIJbSY5W45Uei4RO6oG_kx2Pw0?authuser=0&hl=en&rclk=1,Bar  dekat mangunan,2025-08-28T18:37:24.131134,extract_from_url,0.9
Restaurant MBOK SUM,"Cempluk, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783",4.5,694,Rp 25–50K per person,-7.9308552,110.4244068,Mangunan,Jalan Imogiri - Dlingo,Bantul,Cafe & Restaurant,"
0877-3821-6402",,7.00 am–6.00 pm,"{'Thursday': '7.00\u202fam–6.00\u202fpm', 'Friday': '7.00\u202fam–6.00\u202fpm', 'Saturday': '7.00\u202fam–8.00\u202fpm', 'Sunday': '7.00\u202fam–8.00\u202fpm', 'Monday': '7.00\u202fam–6.00\u202fpm', 'Tuesday': '7.00\u202fam–6.00\u202fpm', 'Wednesday': '7.00\u202fam–6.00\u202fpm'}",https://www.google.com/maps/place/Restaurant+MBOK+SUM/data=!4m7!3m6!1s0x2e7a549dc0465e0f:0xac8d8bcde844ac8d!8m2!3d-7.9308552!4d110.4244068!16s%2Fg%2F11c7t4196f!19sChIJD15GwJ1Uei4RjaxE6M2Ljaw?authuser=0&hl=en&rclk=1,Bar  dekat mangunan,2025-08-28T18:37:22.528986,extract_from_url,0.9
